Country,Year,Gold,Total,IsHost,Prep,Alpha_c
Azerbaijan,1972,0.0,0.0,0,0,0.0
Azerbaijan,1976,0.0,0.0,0,0,0.0
Azerbaijan,1980,0.0,0.0,0,0,0.0
Azerbaijan,1984,0.0,0.0,0,0,0.0
Azerbaijan,1988,0.0,0.0,0,0,0.0
Azerbaijan,1992,0.0,0.0,0,0,0.0
Azerbaijan,1996,0.0,1.0,0,0,0.0
Azerbaijan,2000,2.0,3.0,0,0,0.0
Azerbaijan,2004,1.0,5.0,0,0,0.0
Azerbaijan,2008,1.0,6.0,0,0,0.0
Azerbaijan,2012,2.0,9.0,0,0,0.0
Azerbaijan,2016,1.0,18.0,0,0,0.0
Azerbaijan,2020,0.0,7.0,0,0,0.0
Azerbaijan,2024,2.0,7.0,0,0,0.0
Bahamas,1952,0.0,0.0,0,0,0.0
Bahamas,1956,0.0,1.0,0,0,0.0
Bahamas,1960,0.0,0.0,0,0,0.0
Bahamas,1964,1.0,1.0,0,0,0.0
Bahamas,1968,0.0,0.0,0,0,0.0
Bahamas,1972,0.0,0.0,0,0,0.0
Bahamas,1976,0.0,0.0,0,0,0.0
Bahamas,1980,0.0,0.0,0,0,0.0
Bahamas,1984,0.0,0.0,0,0,0.0
Bahamas,1988,0.0,0.0,0,0,0.0
Bahamas,1992,0.0,1.0,0,0,0.0
Bahamas,1996,0.0,1.0,0,0,0.0
Bahamas,2000,2.0,3.0,0,0,0.0
Bahamas,2004,1.0,2.0,0,0,0.0
Bahamas,2008,0.0,2.0,0,0,0.0
Bahamas,2012,1.0,1.0,0,0,0.0
Bahamas,2016,1.0,2.0,0,0,0.0
Bahamas,2020,2.0,2.0,0,0,0.0
Bahamas,2024,0.0,0.0,0,0,0.0
Belarus,1952,0.0,0.0,0,0,0.0
Belarus,1956,0.0,0.0,0,0,0.0
Belarus,1960,0.0,0.0,0,0,0.0
Belarus,1964,0.0,0.0,0,0,0.0
Belarus,1968,0.0,0.0,0,0,0.0
Belarus,1972,0.0,0.0,0,0,0.0
Belarus,1976,0.0,0.0,0,0,0.0
Belarus,1980,0.0,0.0,0,0,0.0
Belarus,1984,0.0,0.0,0,0,0.0
Belarus,1988,0.0,0.0,0,0,0.0
Belarus,1992,0.0,0.0,0,0,0.0
Belarus,1996,1.0,15.0,0,0,0.0
Belarus,2000,3.0,17.0,0,0,0.0
Belarus,2004,2.0,13.0,0,0,0.0
Belarus,2008,3.0,14.0,0,0,0.0
Belarus,2012,2.0,10.0,0,0,0.0
Belarus,2016,1.0,9.0,0,0,0.0
Belarus,2020,1.0,7.0,0,0,0.0
Belarus,2024,0.0,0.0,0,0,0.0
Belgium,1952,2.0,4.0,0,0,3.5
Belgium,1956,0.0,2.0,0,0,3.666667
Belgium,1960,0.0,4.0,0,0,4.133333
Belgium,1964,2.0,3.0,0,0,4.6
Belgium,1968,0.0,2.0,0,0,4.6875
Belgium,1972,0.0,2.0,0,0,5.125
Belgium,1976,0.0,6.0,0,0,5.5625
Belgium,1980,1.0,1.0,0,0,6.0
Belgium,1984,1.0,4.0,0,0,6.212121
Belgium,1988,0.0,2.0,0,0,6.411765
Belgium,1992,0.0,3.0,0,0,6.823529
Belgium,1996,2.0,6.0,0,0,7.235294
Belgium,2000,0.0,5.0,0,0,7.166667
Belgium,2004,1.0,3.0,0,0,7.555556
Belgium,2008,2.0,2.0,0,0,7.702703
Belgium,2012,0.0,3.0,0,0,7.615385
Belgium,2016,2.0,6.0,0,0,7.974359
Belgium,2020,3.0,7.0,0,0,7.878049
Belgium,2024,3.0,10.0,0,0,7.590909
Brazil,1952,1.0,3.0,0,0,0.0
Brazil,1956,1.0,1.0,0,0,0.0
Brazil,1960,0.0,2.0,0,0,0.0
Brazil,1964,0.0,1.0,0,0,0.0
Brazil,1968,0.0,3.0,0,0,0.0
Brazil,1972,0.0,2.0,0,0,0.0
Brazil,1976,0.0,2.0,0,0,0.0
Brazil,1980,2.0,4.0,0,0,0.0
Brazil,1984,1.0,8.0,0,0,0.0
Brazil,1988,1.0,6.0,0,0,0.0
Brazil,1992,2.0,3.0,0,0,0.0
Brazil,1996,3.0,15.0,0,0,0.0
Brazil,2000,0.0,12.0,0,0,0.0
Brazil,2004,5.0,10.0,0,0,0.0
Brazil,2008,3.0,17.0,0,1,0.0
Brazil,2012,3.0,17.0,0,1,0.0
Brazil,2016,7.0,19.0,1,1,0.0
Brazil,2020,7.0,21.0,0,0,3.433333
Brazil,2024,3.0,20.0,0,0,2.783784
Bulgaria,1952,0.0,1.0,0,0,0.0
Bulgaria,1956,1.0,5.0,0,0,0.0
Bulgaria,1960,1.0,7.0,0,0,0.0
Bulgaria,1964,3.0,10.0,0,0,0.0
Bulgaria,1968,2.0,9.0,0,0,0.0
Bulgaria,1972,6.0,21.0,0,0,0.0
Bulgaria,1976,6.0,22.0,0,0,0.0
Bulgaria,1980,8.0,41.0,0,0,0.0
Bulgaria,1984,0.0,0.0,0,0,0.0
Bulgaria,1988,10.0,35.0,0,0,0.0
Bulgaria,1992,3.0,16.0,0,0,0.0
Bulgaria,1996,3.0,15.0,0,0,0.0
Bulgaria,2000,5.0,13.0,0,0,0.0
Bulgaria,2004,2.0,12.0,0,0,0.0
Bulgaria,2008,1.0,5.0,0,0,0.0
Bulgaria,2012,0.0,3.0,0,0,0.0
Bulgaria,2016,0.0,3.0,0,0,0.0
Bulgaria,2020,3.0,6.0,0,0,0.0
Bulgaria,2024,3.0,7.0,0,0,0.0
Cameroon,1952,0.0,0.0,0,0,0.0
Cameroon,1956,0.0,0.0,0,0,0.0
Cameroon,1960,0.0,0.0,0,0,0.0
Cameroon,1964,0.0,0.0,0,0,0.0
Cameroon,1968,0.0,1.0,0,0,0.0
Cameroon,1972,0.0,0.0,0,0,0.0
Cameroon,1976,0.0,0.0,0,0,0.0
Cameroon,1980,0.0,0.0,0,0,0.0
Cameroon,1984,0.0,1.0,0,0,0.0
Cameroon,1988,0.0,0.0,0,0,0.0
Cameroon,1992,0.0,0.0,0,0,0.0
Cameroon,1996,0.0,0.0,0,0,0.0
Cameroon,2000,1.0,1.0,0,0,0.0
Cameroon,2004,1.0,1.0,0,0,0.0
Cameroon,2008,1.0,1.0,0,0,0.0
Cameroon,2012,0.0,1.0,0,0,0.0
Cameroon,2016,0.0,0.0,0,0,0.0
Cameroon,2020,0.0,0.0,0,0,0.0
Cameroon,2024,0.0,0.0,0,0,0.0
Canada,1952,1.0,3.0,0,0,0.0
Canada,1956,2.0,6.0,0,0,0.0
Canada,1960,0.0,1.0,0,0,0.0
Canada,1964,1.0,4.0,0,0,0.0
Canada,1968,1.0,5.0,0,1,0.0
Canada,1972,0.0,5.0,0,1,0.0
Canada,1976,0.0,11.0,1,1,0.0
Canada,1980,0.0,0.0,0,0,-1.0
Canada,1984,10.0,44.0,0,0,-1.0
Canada,1988,3.0,10.0,0,0,-1.0
Canada,1992,7.0,18.0,0,0,-1.0
Canada,1996,3.0,22.0,0,0,-1.0
Canada,2000,3.0,14.0,0,0,-1.0
Canada,2004,3.0,12.0,0,0,-1.0
Canada,2008,3.0,20.0,0,0,-1.0
Canada,2012,2.0,18.0,0,0,-1.0
Canada,2016,4.0,22.0,0,0,-1.0
Canada,2020,7.0,24.0,0,0,-1.0
Canada,2024,9.0,27.0,0,0,-1.0
Chile,1952,0.0,2.0,0,0,0.0
Chile,1956,0.0,4.0,0,0,0.0
Chile,1960,0.0,0.0,0,0,0.0
Chile,1964,0.0,0.0,0,0,0.0
Chile,1968,0.0,0.0,0,0,0.0
Chile,1972,0.0,0.0,0,0,0.0
Chile,1976,0.0,0.0,0,0,0.0
Chile,1980,0.0,0.0,0,0,0.0
Chile,1984,0.0,0.0,0,0,0.0
Chile,1988,0.0,1.0,0,0,0.0
Chile,1992,0.0,0.0,0,0,0.0
Chile,1996,0.0,0.0,0,0,0.0
Chile,2000,0.0,1.0,0,0,0.0
Chile,2004,2.0,3.0,0,0,0.0
Chile,2008,0.0,1.0,0,0,0.0
Chile,2012,0.0,0.0,0,0,0.0
Chile,2016,0.0,0.0,0,0,0.0
Chile,2020,0.0,0.0,0,0,0.0
Chile,2024,1.0,2.0,0,0,0.0
China,1952,0.0,0.0,0,0,0.0
China,1956,0.0,0.0,0,0,0.0
China,1960,0.0,0.0,0,0,0.0
China,1964,0.0,0.0,0,0,0.0
China,1968,0.0,0.0,0,0,0.0
China,1972,0.0,0.0,0,0,0.0
China,1976,0.0,0.0,0,0,0.0
China,1980,0.0,0.0,0,0,0.0
China,1984,15.0,32.0,0,0,0.0
China,1988,5.0,28.0,0,0,0.0
China,1992,16.0,54.0,0,0,0.0
China,1996,16.0,50.0,0,0,0.0
China,2000,28.0,58.0,0,1,0.0
China,2004,32.0,63.0,0,1,0.0
China,2008,48.0,100.0,1,1,0.0
China,2012,39.0,92.0,0,0,1.1
China,2016,26.0,70.0,0,0,0.929648
China,2020,38.0,89.0,0,0,0.92
China,2024,40.0,91.0,0,0,0.825095
Chinese Taipei,1952,0.0,0.0,0,0,0.0
Chinese Taipei,1956,0.0,0.0,0,0,0.0
Chinese Taipei,1960,0.0,1.0,0,0,0.0
Chinese Taipei,1964,0.0,0.0,0,0,0.0
Chinese Taipei,1968,0.0,1.0,0,0,0.0
Chinese Taipei,1972,0.0,0.0,0,0,0.0
Chinese Taipei,1976,0.0,0.0,0,0,0.0
Chinese Taipei,1980,0.0,0.0,0,0,0.0
Chinese Taipei,1984,0.0,1.0,0,0,0.0
Chinese Taipei,1988,0.0,0.0,0,0,0.0
Chinese Taipei,1992,0.0,1.0,0,0,0.0
Chinese Taipei,1996,0.0,1.0,0,0,0.0
Chinese Taipei,2000,0.0,5.0,0,0,0.0
Chinese Taipei,2004,2.0,5.0,0,0,0.0
Chinese Taipei,2008,1.0,4.0,0,0,0.0
Chinese Taipei,2012,1.0,2.0,0,0,0.0
Chinese Taipei,2016,1.0,3.0,0,0,0.0
Chinese Taipei,2020,2.0,12.0,0,0,0.0
Chinese Taipei,2024,2.0,7.0,0,0,0.0
Colombia,1952,0.0,0.0,0,0,0.0
Colombia,1956,0.0,0.0,0,0,0.0
Colombia,1960,0.0,0.0,0,0,0.0
Colombia,1964,0.0,0.0,0,0,0.0
Colombia,1968,0.0,0.0,0,0,0.0
Colombia,1972,0.0,3.0,0,0,0.0
Colombia,1976,0.0,0.0,0,0,0.0
Colombia,1980,0.0,0.0,0,0,0.0
Colombia,1984,0.0,1.0,0,0,0.0
Colombia,1988,0.0,1.0,0,0,0.0
Colombia,1992,0.0,1.0,0,0,0.0
Colombia,1996,0.0,0.0,0,0,0.0
Colombia,2000,1.0,1.0,0,0,0.0
Colombia,2004,0.0,2.0,0,0,0.0
Colombia,2008,0.0,3.0,0,0,0.0
Colombia,2012,1.0,9.0,0,0,0.0
Colombia,2016,3.0,8.0,0,0,0.0
Colombia,2020,0.0,5.0,0,0,0.0
Colombia,2024,0.0,4.0,0,0,0.0
Croatia,1952,0.0,0.0,0,0,0.0
Croatia,1956,0.0,0.0,0,0,0.0
Croatia,1960,0.0,0.0,0,0,0.0
Croatia,1964,0.0,0.0,0,0,0.0
Croatia,1968,0.0,0.0,0,0,0.0
Croatia,1972,0.0,0.0,0,0,0.0
Croatia,1976,0.0,0.0,0,0,0.0
Croatia,1980,0.0,0.0,0,0,0.0
Croatia,1984,0.0,0.0,0,0,0.0
Croatia,1988,0.0,0.0,0,0,0.0
Croatia,1992,0.0,3.0,0,0,0.0
Croatia,1996,1.0,2.0,0,0,0.0
Croatia,2000,1.0,2.0,0,0,0.0
Croatia,2004,1.0,5.0,0,0,0.0
Croatia,2008,0.0,5.0,0,0,0.0
Croatia,2012,3.0,6.0,0,0,0.0
Croatia,2016,5.0,10.0,0,0,0.0
Croatia,2020,3.0,8.0,0,0,0.0
Croatia,2024,2.0,7.0,0,0,0.0
Cuba,1952,0.0,0.0,0,0,0.0
Cuba,1956,0.0,0.0,0,0,0.0
Cuba,1960,0.0,0.0,0,0,0.0
Cuba,1964,0.0,1.0,0,0,0.0
Cuba,1968,0.0,4.0,0,0,0.0
Cuba,1972,3.0,8.0,0,0,0.0
Cuba,1976,6.0,13.0,0,0,0.0
Cuba,1980,8.0,20.0,0,0,0.0
Cuba,1984,0.0,0.0,0,0,0.0
Cuba,1988,0.0,0.0,0,0,0.0
Cuba,1992,14.0,31.0,0,0,0.0
Cuba,1996,9.0,25.0,0,0,0.0
Cuba,2000,11.0,29.0,0,0,0.0
Cuba,2004,9.0,27.0,0,0,0.0
Cuba,2008,3.0,30.0,0,0,0.0
Cuba,2012,5.0,15.0,0,0,0.0
Cuba,2016,5.0,11.0,0,0,0.0
Cuba,2020,7.0,15.0,0,0,0.0
Cuba,2024,2.0,9.0,0,0,0.0
Czech Republic,1952,7.0,13.0,0,0,0.0
Czech Republic,1956,1.0,6.0,0,0,0.0
Czech Republic,1960,3.0,8.0,0,0,0.0
Czech Republic,1964,5.0,14.0,0,0,0.0
Czech Republic,1968,7.0,13.0,0,0,0.0
Czech Republic,1972,2.0,8.0,0,0,0.0
Czech Republic,1976,2.0,8.0,0,0,0.0
Czech Republic,1980,2.0,14.0,0,0,0.0
Czech Republic,1984,0.0,0.0,0,0,0.0
Czech Republic,1988,3.0,8.0,0,0,0.0
Czech Republic,1992,4.0,7.0,0,0,0.0
Czech Republic,1996,4.0,11.0,0,0,0.0
Czech Republic,2000,2.0,8.0,0,0,0.0
Czech Republic,2004,1.0,9.0,0,0,0.0
Czech Republic,2008,3.0,7.0,0,0,0.0
Czech Republic,2012,4.0,11.0,0,0,0.0
Czech Republic,2016,1.0,10.0,0,0,0.0
Czech Republic,2020,4.0,11.0,0,0,0.0
Czech Republic,2024,3.0,5.0,0,0,0.0
Denmark,1952,2.0,6.0,0,0,0.0
Denmark,1956,1.0,4.0,0,0,0.0
Denmark,1960,2.0,6.0,0,0,0.0
Denmark,1964,2.0,6.0,0,0,0.0
Denmark,1968,1.0,8.0,0,0,0.0
Denmark,1972,1.0,1.0,0,0,0.0
Denmark,1976,1.0,3.0,0,0,0.0
Denmark,1980,2.0,5.0,0,0,0.0
Denmark,1984,0.0,6.0,0,0,0.0
Denmark,1988,2.0,4.0,0,0,0.0
Denmark,1992,1.0,6.0,0,0,0.0
Denmark,1996,4.0,6.0,0,0,0.0
Denmark,2000,2.0,6.0,0,0,0.0
Denmark,2004,2.0,8.0,0,0,0.0
Denmark,2008,2.0,7.0,0,0,0.0
Denmark,2012,2.0,9.0,0,0,0.0
Denmark,2016,2.0,15.0,0,0,0.0
Denmark,2020,3.0,11.0,0,0,0.0
Denmark,2024,2.0,9.0,0,0,0.0
Dominican Republic,1952,0.0,0.0,0,0,0.0
Dominican Republic,1956,0.0,0.0,0,0,0.0
Dominican Republic,1960,0.0,0.0,0,0,0.0
Dominican Republic,1964,0.0,0.0,0,0,0.0
Dominican Republic,1968,0.0,0.0,0,0,0.0
Dominican Republic,1972,0.0,0.0,0,0,0.0
Dominican Republic,1976,0.0,0.0,0,0,0.0
Dominican Republic,1980,0.0,0.0,0,0,0.0
Dominican Republic,1984,0.0,1.0,0,0,0.0
Dominican Republic,1988,0.0,0.0,0,0,0.0
Dominican Republic,1992,0.0,0.0,0,0,0.0
Dominican Republic,1996,0.0,0.0,0,0,0.0
Dominican Republic,2000,0.0,0.0,0,0,0.0
Dominican Republic,2004,1.0,1.0,0,0,0.0
Dominican Republic,2008,1.0,2.0,0,0,0.0
Dominican Republic,2012,1.0,2.0,0,0,0.0
Dominican Republic,2016,0.0,1.0,0,0,0.0
Dominican Republic,2020,0.0,5.0,0,0,0.0
Dominican Republic,2024,1.0,3.0,0,0,0.0
Egypt,1952,0.0,1.0,0,0,0.0
Egypt,1956,0.0,0.0,0,0,0.0
Egypt,1960,0.0,2.0,0,0,0.0
Egypt,1964,0.0,0.0,0,0,0.0
Egypt,1968,0.0,0.0,0,0,0.0
Egypt,1972,0.0,0.0,0,0,0.0
Egypt,1976,0.0,0.0,0,0,0.0
Egypt,1980,0.0,0.0,0,0,0.0
Egypt,1984,0.0,1.0,0,0,0.0
Egypt,1988,0.0,0.0,0,0,0.0
Egypt,1992,0.0,0.0,0,0,0.0
Egypt,1996,0.0,0.0,0,0,0.0
Egypt,2000,0.0,0.0,0,0,0.0
Egypt,2004,1.0,5.0,0,0,0.0
Egypt,2008,0.0,2.0,0,0,0.0
Egypt,2012,0.0,4.0,0,0,0.0
Egypt,2016,0.0,3.0,0,0,0.0
Egypt,2020,1.0,6.0,0,0,0.0
Egypt,2024,1.0,3.0,0,0,0.0
Estonia,1952,0.0,0.0,0,0,0.0
Estonia,1956,0.0,0.0,0,0,0.0
Estonia,1960,0.0,0.0,0,0,0.0
Estonia,1964,0.0,0.0,0,0,0.0
Estonia,1968,0.0,0.0,0,0,0.0
Estonia,1972,0.0,0.0,0,0,0.0
Estonia,1976,0.0,0.0,0,0,0.0
Estonia,1980,0.0,0.0,0,0,0.0
Estonia,1984,0.0,0.0,0,0,0.0
Estonia,1988,0.0,0.0,0,0,0.0
Estonia,1992,1.0,2.0,0,0,0.0
Estonia,1996,0.0,0.0,0,0,0.0
Estonia,2000,1.0,3.0,0,0,0.0
Estonia,2004,0.0,3.0,0,0,0.0
Estonia,2008,1.0,2.0,0,0,0.0
Estonia,2012,0.0,2.0,0,0,0.0
Estonia,2016,0.0,1.0,0,0,0.0
Estonia,2020,1.0,2.0,0,0,0.0
Estonia,2024,0.0,0.0,0,0,0.0
Ethiopia,1952,0.0,0.0,0,0,0.0
Ethiopia,1956,0.0,0.0,0,0,0.0
Ethiopia,1960,1.0,1.0,0,0,0.0
Ethiopia,1964,1.0,1.0,0,0,0.0
Ethiopia,1968,1.0,2.0,0,0,0.0
Ethiopia,1972,0.0,2.0,0,0,0.0
Ethiopia,1976,0.0,0.0,0,0,0.0
Ethiopia,1980,2.0,4.0,0,0,0.0
Ethiopia,1984,0.0,0.0,0,0,0.0
Ethiopia,1988,0.0,0.0,0,0,0.0
Ethiopia,1992,1.0,3.0,0,0,0.0
Ethiopia,1996,2.0,3.0,0,0,0.0
Ethiopia,2000,4.0,8.0,0,0,0.0
Ethiopia,2004,2.0,7.0,0,0,0.0
Ethiopia,2008,4.0,7.0,0,0,0.0
Ethiopia,2012,3.0,8.0,0,0,0.0
Ethiopia,2016,1.0,8.0,0,0,0.0
Ethiopia,2020,1.0,4.0,0,0,0.0
Ethiopia,2024,1.0,4.0,0,0,0.0
Finland,1952,6.0,22.0,1,1,0.0
Finland,1956,3.0,15.0,0,0,-0.27027
Finland,1960,1.0,5.0,0,0,-0.220779
Finland,1964,3.0,5.0,0,0,-0.153846
Finland,1968,1.0,4.0,0,0,-0.111111
Finland,1972,3.0,8.0,0,0,-0.04878
Finland,1976,4.0,6.0,0,0,-0.011765
Finland,1980,3.0,8.0,0,0,0.011236
Finland,1984,4.0,12.0,0,0,0.043478
Finland,1988,1.0,4.0,0,0,0.0625
Finland,1992,1.0,5.0,0,0,0.113402
Finland,1996,1.0,4.0,0,0,0.163265
Finland,2000,2.0,4.0,0,0,0.212121
Finland,2004,0.0,2.0,0,0,0.247525
Finland,2008,1.0,4.0,0,0,0.306931
Finland,2012,0.0,3.0,0,0,0.352941
Finland,2016,0.0,1.0,0,0,0.411765
Finland,2020,0.0,2.0,0,0,0.470588
Finland,2024,0.0,0.0,0,0,0.529412
France,1952,6.0,18.0,0,0,1.2
France,1956,4.0,14.0,0,0,1.264151
France,1960,0.0,5.0,0,0,1.363636
France,1964,1.0,15.0,0,0,1.545455
France,1968,7.0,15.0,0,0,1.702703
France,1972,2.0,13.0,0,0,1.711864
France,1976,2.0,9.0,0,0,1.833333
France,1980,6.0,14.0,0,0,1.95082
France,1984,5.0,28.0,0,0,1.96875
France,1988,6.0,16.0,0,0,2.007519
France,1992,8.0,29.0,0,0,2.021583
France,1996,15.0,37.0,0,0,1.993197
France,2000,13.0,38.0,0,0,1.839506
France,2004,11.0,33.0,0,0,1.742857
France,2008,7.0,43.0,0,0,1.688172
France,2012,11.0,35.0,0,0,1.694301
France,2016,10.0,42.0,0,1,1.647059
France,2020,10.0,33.0,0,1,1.616822
France,2024,16.0,64.0,1,1,1.589286
Georgia,1952,0.0,0.0,0,0,0.0
Georgia,1956,0.0,0.0,0,0,0.0
Georgia,1960,0.0,0.0,0,0,0.0
Georgia,1964,0.0,0.0,0,0,0.0
Georgia,1968,0.0,0.0,0,0,0.0
Georgia,1972,0.0,0.0,0,0,0.0
Georgia,1976,0.0,0.0,0,0,0.0
Georgia,1980,0.0,0.0,0,0,0.0
Georgia,1984,0.0,0.0,0,0,0.0
Georgia,1988,0.0,0.0,0,0,0.0
Georgia,1992,0.0,0.0,0,0,0.0
Georgia,1996,0.0,2.0,0,0,0.0
Georgia,2000,0.0,6.0,0,0,0.0
Georgia,2004,2.0,4.0,0,0,0.0
Georgia,2008,3.0,7.0,0,0,0.0
Georgia,2012,1.0,6.0,0,0,0.0
Georgia,2016,2.0,7.0,0,0,0.0
Georgia,2020,2.0,8.0,0,0,0.0
Georgia,2024,3.0,7.0,0,0,0.0
Germany,1952,0.0,24.0,0,0,3.053333
Germany,1956,6.0,26.0,0,0,3.56
Germany,1960,12.0,42.0,0,0,3.691358
Germany,1964,10.0,50.0,0,1,3.494624
Germany,1968,14.0,51.0,0,1,3.427184
Germany,1972,33.0,106.0,1,1,3.222222
Germany,1976,50.0,129.0,0,0,2.313333
Germany,1980,47.0,126.0,0,0,1.6625
Germany,1984,17.0,59.0,0,0,1.299595
Germany,1988,48.0,142.0,0,0,1.285985
Germany,1992,33.0,82.0,0,0,1.048077
Germany,1996,20.0,65.0,0,0,0.955072
Germany,2000,13.0,56.0,0,0,0.945205
Germany,2004,13.0,49.0,0,0,0.972222
Germany,2008,16.0,41.0,0,0,0.997442
Germany,2012,11.0,44.0,0,0,1.006143
Germany,2016,17.0,42.0,0,0,1.038278
Germany,2020,10.0,37.0,0,0,1.04023
Germany,2024,12.0,33.0,0,0,1.074157
Ghana,1952,0.0,0.0,0,0,0.0
Ghana,1956,0.0,0.0,0,0,0.0
Ghana,1960,0.0,1.0,0,0,0.0
Ghana,1964,0.0,1.0,0,0,0.0
Ghana,1968,0.0,0.0,0,0,0.0
Ghana,1972,0.0,1.0,0,0,0.0
Ghana,1976,0.0,0.0,0,0,0.0
Ghana,1980,0.0,0.0,0,0,0.0
Ghana,1984,0.0,0.0,0,0,0.0
Ghana,1988,0.0,0.0,0,0,0.0
Ghana,1992,0.0,1.0,0,0,0.0
Ghana,1996,0.0,0.0,0,0,0.0
Ghana,2000,0.0,0.0,0,0,0.0
Ghana,2004,0.0,0.0,0,0,0.0
Ghana,2008,0.0,0.0,0,0,0.0
Ghana,2012,0.0,0.0,0,0,0.0
Ghana,2016,0.0,0.0,0,0,0.0
Ghana,2020,0.0,1.0,0,0,0.0
Ghana,2024,0.0,0.0,0,0,0.0
Great Britain,1952,1.0,11.0,0,0,1.659836
